# Battle City: original Tank Force-inspired arcade artwork.
# ROM/gameplay unchanged. Regenerate with texture_sources/battle_city_tank_force/make_pack.py.
<ver>109
<scale>4
<supportedRom>E1061C9241B06A965FB7845CB951D921ACA010EF
<img>Chr_00_0.png
<img>Chr_00_1.png
<img>Chr_00_2.png
<img>Chr_00_3.png
<img>Chr_01_0.png
<img>Chr_01_1.png
<img>Chr_01_2.png
<img>Chr_01_3.png
<img>Chr_01_4.png
<img>Chr_01_5.png
<img>flag00.png
<img>tank_force_extra.png
<condition>arena,tileAtPosition,232,136,158,0F170600
<tile>11,7D,FF0C1020,864,224,1,N
<tile>11,7E,FF041620,896,224,1,N
<tile>11,7E,FF0C1020,928,224,1,N
<tile>11,7F,FF041620,960,224,1,N
<tile>11,7F,FF0C1020,992,224,1,N
<tile>11,80,FF0A1B3B,0,256,1,N
<tile>11,80,FF182738,32,256,1,N
<tile>11,81,FF0A1B3B,64,256,1,N
<tile>11,81,FF182738,96,256,1,N
<tile>11,82,FF0A1B3B,128,256,1,N
<tile>11,82,FF182738,160,256,1,N
<tile>11,83,FF0A1B3B,192,256,1,N
<tile>11,83,FF182738,224,256,1,N
<tile>11,84,FF0A1B3B,256,256,1,N
<tile>11,84,FF182738,288,256,1,N
<tile>11,85,FF0A1B3B,320,256,1,N
<tile>11,85,FF182738,352,256,1,N
<tile>11,86,FF0A1B3B,384,256,1,N
<tile>11,86,FF182738,416,256,1,N
<tile>11,87,FF0A1B3B,448,256,1,N
<tile>11,87,FF182738,480,256,1,N
<tile>11,88,FF0A1B3B,512,256,1,N
<tile>11,88,FF182738,544,256,1,N
<tile>11,89,FF0A1B3B,576,256,1,N
<tile>11,89,FF182738,608,256,1,N
<tile>11,8A,FF0A1B3B,640,256,1,N
<tile>11,8A,FF182738,672,256,1,N
<tile>11,8B,FF0A1B3B,704,256,1,N
<tile>11,8B,FF182738,736,256,1,N
<tile>11,8C,FF0A1B3B,768,256,1,N
<tile>11,8C,FF182738,800,256,1,N
<tile>11,8D,FF0A1B3B,832,256,1,N
<tile>11,8D,FF182738,864,256,1,N
<tile>11,8E,FF0A1B3B,896,256,1,N
<tile>11,8E,FF182738,928,256,1,N
<tile>11,8F,FF0A1B3B,960,256,1,N
<tile>11,8F,FF182738,992,256,1,N
<tile>11,90,FF0A1B3B,0,288,1,N
<tile>11,90,FF182738,32,288,1,N
<tile>11,91,FF0A1B3B,64,288,1,N
<tile>11,91,FF182738,96,288,1,N
<tile>11,92,FF0A1B3B,128,288,1,N
<tile>11,92,FF182738,160,288,1,N
<tile>11,93,FF0A1B3B,192,288,1,N
<tile>11,93,FF182738,224,288,1,N
<tile>11,94,FF0A1B3B,256,288,1,N
<tile>11,94,FF182738,288,288,1,N
<tile>11,95,FF0A1B3B,320,288,1,N
<tile>11,95,FF182738,352,288,1,N
<tile>11,96,FF0A1B3B,384,288,1,N
<tile>11,96,FF182738,416,288,1,N
<tile>11,97,FF0A1B3B,448,288,1,N
<tile>11,97,FF182738,480,288,1,N
<tile>11,98,FF0A1B3B,512,288,1,N
<tile>11,98,FF182738,544,288,1,N
<tile>11,99,FF0A1B3B,576,288,1,N
<tile>11,99,FF182738,608,288,1,N
<tile>11,9A,FF0A1B3B,640,288,1,N
<tile>11,9A,FF182738,672,288,1,N
<tile>11,9B,FF0A1B3B,704,288,1,N
<tile>11,9B,FF182738,736,288,1,N
<tile>11,9C,FF0A1B3B,768,288,1,N
<tile>11,9C,FF182738,800,288,1,N
<tile>11,9D,FF0A1B3B,832,288,1,N
<tile>11,9D,FF182738,864,288,1,N
<tile>11,9E,FF0A1B3B,896,288,1,N
<tile>11,9E,FF182738,928,288,1,N
<tile>11,9F,FF0A1B3B,960,288,1,N
<tile>11,9F,FF182738,992,288,1,N
<tile>11,A0,FF0A1B3B,0,320,1,N
<tile>11,A0,FF182738,32,320,1,N
<tile>11,A1,FF0A1B3B,64,320,1,N
<tile>11,A1,FF182738,96,320,1,N
<tile>11,A2,FF0A1B3B,128,320,1,N
<tile>11,A2,FF182738,160,320,1,N
<tile>11,A3,FF0A1B3B,192,320,1,N
<tile>11,A3,FF182738,224,320,1,N
<tile>11,A4,FF0A1B3B,256,320,1,N
<tile>11,A4,FF182738,288,320,1,N
<tile>11,A5,FF0A1B3B,320,320,1,N
<tile>11,A5,FF182738,352,320,1,N
<tile>11,A6,FF0A1B3B,384,320,1,N
<tile>11,A6,FF182738,416,320,1,N
<tile>11,A7,FF0A1B3B,448,320,1,N
<tile>11,A7,FF182738,480,320,1,N
<tile>11,A8,FF0A1B3B,512,320,1,N
<tile>11,A8,FF182738,544,320,1,N
<tile>11,A9,FF0A1B3B,576,320,1,N
<tile>11,A9,FF182738,608,320,1,N
<tile>11,AA,FF0A1B3B,640,320,1,N
<tile>11,AA,FF182738,672,320,1,N
<tile>11,AB,FF0A1B3B,704,320,1,N
<tile>11,AB,FF182738,736,320,1,N
<tile>11,AC,FF0A1B3B,768,320,1,N
<tile>11,AC,FF182738,800,320,1,N
<tile>11,AD,FF0A1B3B,832,320,1,N
<tile>11,AD,FF182738,864,320,1,N
<tile>11,AE,FF0A1B3B,896,320,1,N
<tile>11,AE,FF182738,928,320,1,N
<tile>11,AF,FF0A1B3B,960,320,1,N
<tile>11,AF,FF182738,992,320,1,N
<tile>11,B0,FF0A1B3B,0,352,1,N
<tile>11,B0,FF182738,32,352,1,N
<tile>11,B1,FF0A1B3B,64,352,1,N
<tile>11,B1,FF182738,96,352,1,N
<tile>11,B2,FF0A1B3B,128,352,1,N
<tile>11,B2,FF182738,160,352,1,N
<tile>11,B3,FF0A1B3B,192,352,1,N
<tile>11,B3,FF182738,224,352,1,N
<tile>11,B4,FF0A1B3B,256,352,1,N
<tile>11,B4,FF182738,288,352,1,N
<tile>11,B5,FF0A1B3B,320,352,1,N
<tile>11,B5,FF182738,352,352,1,N
<tile>11,B6,FF0A1B3B,384,352,1,N
<tile>11,B6,FF182738,416,352,1,N
<tile>11,B7,FF0A1B3B,448,352,1,N
<tile>11,B7,FF182738,480,352,1,N
<tile>11,B8,FF0A1B3B,512,352,1,N
<tile>11,B8,FF182738,544,352,1,N
<tile>11,B9,FF0A1B3B,576,352,1,N
<tile>11,B9,FF182738,608,352,1,N
<tile>11,BA,FF0A1B3B,640,352,1,N
<tile>11,BA,FF182738,672,352,1,N
<tile>11,BB,FF0A1B3B,704,352,1,N
<tile>11,BB,FF182738,736,352,1,N
<tile>11,BC,FF0A1B3B,768,352,1,N
<tile>11,BC,FF182738,800,352,1,N
<tile>11,BD,FF0A1B3B,832,352,1,N
<tile>11,BD,FF182738,864,352,1,N
<tile>11,BE,FF0A1B3B,896,352,1,N
<tile>11,BE,FF182738,928,352,1,N
<tile>11,BF,FF0A1B3B,960,352,1,N
<tile>11,BF,FF182738,992,352,1,N
<tile>11,C0,FF0A1B3B,0,384,1,N
<tile>11,C0,FF182738,32,384,1,N
<tile>11,C1,FF0A1B3B,64,384,1,N
<tile>11,C1,FF182738,96,384,1,N
<tile>11,C2,FF0A1B3B,128,384,1,N
<tile>11,C2,FF182738,160,384,1,N
<tile>11,C3,FF0A1B3B,192,384,1,N
<tile>11,C3,FF182738,224,384,1,N
<tile>11,C4,FF0A1B3B,256,384,1,N
<tile>11,C4,FF182738,288,384,1,N
<tile>11,C5,FF0A1B3B,320,384,1,N
<tile>11,C5,FF182738,352,384,1,N
<tile>11,C6,FF0A1B3B,384,384,1,N
<tile>11,C6,FF182738,416,384,1,N
<tile>11,C7,FF0A1B3B,448,384,1,N
<tile>11,C7,FF182738,480,384,1,N
<tile>11,C8,FF0A1B3B,512,384,1,N
<tile>11,C8,FF182738,544,384,1,N
<tile>11,C9,FF0A1B3B,576,384,1,N
<tile>11,C9,FF182738,608,384,1,N
<tile>11,CA,FF0A1B3B,640,384,1,N
<tile>11,CA,FF182738,672,384,1,N
<tile>11,CB,FF0A1B3B,704,384,1,N
<tile>11,CB,FF182738,736,384,1,N
<tile>11,CC,FF0A1B3B,768,384,1,N
<tile>11,CC,FF182738,800,384,1,N
<tile>11,CD,FF0A1B3B,832,384,1,N
<tile>11,CD,FF182738,864,384,1,N
<tile>11,CE,FF0A1B3B,896,384,1,N
<tile>11,CE,FF182738,928,384,1,N
<tile>11,CF,FF0A1B3B,960,384,1,N
<tile>11,CF,FF182738,992,384,1,N
<tile>11,D0,FF0A1B3B,0,416,1,N
<tile>11,D0,FF182738,32,416,1,N
<tile>11,D1,FF0A1B3B,64,416,1,N
<tile>11,D1,FF182738,96,416,1,N
<tile>11,D2,FF0A1B3B,128,416,1,N
<tile>11,D2,FF182738,160,416,1,N
<tile>11,D3,FF0A1B3B,192,416,1,N
<tile>11,D3,FF182738,224,416,1,N
<tile>11,D4,FF0A1B3B,256,416,1,N
<tile>11,D4,FF182738,288,416,1,N
<tile>11,D5,FF0A1B3B,320,416,1,N
<tile>11,D5,FF182738,352,416,1,N
<tile>11,D6,FF0A1B3B,384,416,1,N
<tile>11,D6,FF182738,416,416,1,N
<tile>11,D7,FF0A1B3B,448,416,1,N
<tile>11,D7,FF182738,480,416,1,N
<tile>11,D8,FF0A1B3B,512,416,1,N
<tile>11,D8,FF182738,544,416,1,N
<tile>11,D9,FF0A1B3B,576,416,1,N
<tile>11,D9,FF182738,608,416,1,N
<tile>11,DA,FF0A1B3B,640,416,1,N
<tile>11,DA,FF182738,672,416,1,N
<tile>11,DB,FF0A1B3B,704,416,1,N
<tile>11,DB,FF182738,736,416,1,N
<tile>11,DC,FF0A1B3B,768,416,1,N
<tile>11,DC,FF182738,800,416,1,N
<tile>11,DD,FF0A1B3B,832,416,1,N
<tile>11,DD,FF182738,864,416,1,N
<tile>11,DE,FF0A1B3B,896,416,1,N
<tile>11,DE,FF182738,928,416,1,N
<tile>11,DF,FF0A1B3B,960,416,1,N
<tile>11,DF,FF182738,992,416,1,N
<tile>11,106,0F161630,0,448,1,N
<tile>11,106,0F170600,32,448,1,N
<tile>11,109,0F161630,64,448,1,N
<tile>11,109,0F170600,96,448,1,N
<tile>11,176,0F170600,128,448,1,N
<tile>11,177,0F170600,160,448,1,N
<tile>4,16E,0F001000,448,192,1,N
<tile>4,16E,0F290900,448,192,1,N
<tile>4,16F,0F001000,480,192,1,N
<tile>4,16F,0F290900,480,192,1,N
<tile>4,170,0F001000,0,224,1,N
<tile>4,170,0F290900,0,224,1,N
<tile>4,171,0F290900,32,224,1,N
<tile>4,172,0F290900,64,224,1,N
<tile>4,173,0F001000,96,224,1,N
<tile>4,173,0F290900,96,224,1,N
<tile>4,174,0F001000,128,224,1,N
<tile>4,174,0F290900,128,224,1,N
<tile>4,175,0F290900,160,224,1,N
<tile>11,176,0F001000,128,448,1,N
<tile>11,176,0F290900,128,448,1,N
<tile>11,177,0F001000,160,448,1,N
<tile>11,177,0F290900,160,448,1,N

# Complete STAGE / 0-9 coverage during attribute palette transitions.
<tile>4,123,0F001000,96,64,1,N
<tile>4,123,0F3C1000,96,64,1,N
<tile>4,124,0F001000,128,64,1,N
<tile>4,124,0F3C1000,128,64,1,N
<tile>4,125,0F3C1000,160,64,1,N
<tile>4,126,0F3C1000,192,64,1,N
<tile>4,127,0F3C1000,224,64,1,N
<tile>4,16E,0F3C1000,448,192,1,N
<tile>4,16F,0F3C1000,480,192,1,N
<tile>4,170,0F3C1000,0,224,1,N
<tile>4,171,0F3C1000,32,224,1,N
<tile>4,172,0F3C1000,64,224,1,N
<tile>4,173,0F3C1000,96,224,1,N
<tile>4,174,0F3C1000,128,224,1,N
<tile>4,175,0F3C1000,160,224,1,N
<tile>11,176,0F3C1000,128,448,1,N
<tile>11,177,0F3C1000,160,448,1,N
